层,录波,注入候选接口,注入取值,注入边沿数,响应候选接口,响应取值,响应总边沿数,注入后窗口内边沿数,响应时刻_s,判读
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/VCU/OutPort/GW_ABS_1.VehicleSpeedVSOSig,"{0, 0.25, 0.4375, 0.5625}",3,3,"1.875, 2.075, 2.275",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/VCU/OutPort/GW_ABS_1.VehicleSpeedVSOSig.raw,"{0, 4, 7, 9}",3,3,"1.875, 2.075, 2.275",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/VCU/OutPort/GW_ABS_G.VehicleSpeedVSOSig,"{0, 0.25, 0.4375, 0.5625}",3,3,"1.875, 2.075, 2.275",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/VCU/OutPort/GW_ABS_G.VehicleSpeedVSOSig.raw,"{0, 4, 7, 9}",3,3,"1.875, 2.075, 2.275",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/VCU/OutPort/GW_MCU_1.MCU_MotorSpeed,"{0, 3, 22, 43, 47, 48}",5,5,"1.337, 1.937, 2.137, 2.337, 2.537",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/VCU/OutPort/GW_MCU_1.MCU_SpeedVechile,"{0, 0.3, 0.6}",2,2,"2.137, 2.337",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/VCU/OutPort/GW_MCU_1.MCU_MotorSpeed.raw,"{20000, 20003, 20022, 20043, 20047, 20048}",5,5,"1.337, 1.937, 2.137, 2.337, 2.537",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/VCU/OutPort/GW_MCU_1.MCU_SpeedVechile.raw,"{2000, 2003, 2006}",2,2,"2.137, 2.337",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/VCU/OutPort/GW_VCU_1.VCU_bBrakeSt,"{Braking, Not braking}",2,1,1.937,仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/VCU/OutPort/GW_VCU_1.VCU_bReadyLightSts,"{Lamp OFF/Startup/Default, Lamp ON}",1,1,2.937,仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/VCU/OutPort/GW_VCU_1.VCU_VehicleSpeedVSOSig,"{0, 0.0625, 0.3125, 0.5625}",3,3,"2.137, 2.337, 2.537",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/VCU/OutPort/GW_VCU_1.VCU_bBrakeSt.raw,"{0, 1}",2,1,1.937,仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/VCU/OutPort/GW_VCU_1.VCU_bReadyLightSts.raw,"{0, 1}",1,1,2.937,仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/VCU/OutPort/GW_VCU_1.VCU_VehicleSpeedVSOSig.raw,"{0, 1, 5, 9}",3,3,"2.137, 2.337, 2.537",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/VCU/OutPort/GW_VCU_2.VCU_DCDCstCtrlReq,"{Disabled/Startup, Enabled}",1,1,5.537,仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/VCU/OutPort/GW_VCU_2.VCU_DCDCTarVolt,"{0, 13.5}",1,1,5.537,仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/VCU/OutPort/GW_VCU_2.VCU_DCDCstCtrlReq.raw,"{0, 1}",1,1,5.537,仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/VCU/OutPort/GW_VCU_2.VCU_DCDCTarVolt.raw,"{0, 135}",1,1,5.537,仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/VCU/OutPort/GW_BMS_1.BMS_BattDisconnectWLS,"{Lamp OFF/Startup/Default, Lamp ON}",1,1,2.794,仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/VCU/OutPort/GW_BMS_1.BMS_BattDisconnectWLS.raw,"{0, 1}",1,1,2.794,仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/power/OutPort/VCU_BMS_Ctrl.VCU_BMS_target_state,"{HV_OK, LV_will_Poweroff, Precharge, Standby}",3,3,"1.922, 2.122, 2.722",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/power/OutPort/VCU_BMS_Ctrl.VCU_charge_relay_control,"{All_Open, Inactive}",1,1,2.122,仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/power/OutPort/VCU_BMS_Ctrl.VCU_Discharge_relay_control,"{All_Open, Main_Negtive_Relay_Close, Main_Negtive_Relay_Close_Precha, Main_Negtive_Relay_Close__Prech, _Main_Negtive_Relay_Close_Main_}",4,4,"2.122, 2.322, 2.522, 2.722",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/power/OutPort/VCU_BMS_Ctrl.VCU_BMS_target_state.raw,"{2, 3, 4, 7}",3,3,"1.922, 2.122, 2.722",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/power/OutPort/VCU_BMS_Ctrl.VCU_charge_relay_control.raw,"{0, 7}",1,1,2.122,仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/power/OutPort/VCU_BMS_Ctrl.VCU_Discharge_relay_control.raw,"{0, 1, 2, 3, 4}",4,4,"2.122, 2.322, 2.522, 2.722",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/power/OutPort/VCU_Geaeral_CAN1.VCU_BMSVCC_state,"{relay_closed, relay_open}",1,1,2.122,仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/power/OutPort/VCU_Geaeral_CAN1.VCU_BrakePedal_position,"{0, 100}",2,1,1.922,仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/power/OutPort/VCU_Geaeral_CAN1.VCU_Key_Position,"{OFF, ON}",1,1,1.922,仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/power/OutPort/VCU_Geaeral_CAN1.VCU_MCVCC_state,"{relay_closed, relay_open}",1,1,2.122,仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/power/OutPort/VCU_Geaeral_CAN1.VCU_OBCVCC_state,"{relay_closed, relay_open}",1,1,2.122,仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/power/OutPort/VCU_Geaeral_CAN1.VCU_Vehicle_status,"{HV_OK, LV_will_Poweroff, Precharge}",2,2,"2.122, 2.722",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/power/OutPort/VCU_Geaeral_CAN1.VCU_BMSVCC_state.raw,"{0, 1}",1,1,2.122,仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/power/OutPort/VCU_Geaeral_CAN1.VCU_BrakePedal_position.raw,"{0, 100}",2,1,1.922,仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/power/OutPort/VCU_Geaeral_CAN1.VCU_Key_Position.raw,"{0, 2}",1,1,1.922,仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/power/OutPort/VCU_Geaeral_CAN1.VCU_MCVCC_state.raw,"{0, 1}",1,1,2.122,仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/power/OutPort/VCU_Geaeral_CAN1.VCU_OBCVCC_state.raw,"{0, 1}",1,1,2.122,仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/power/OutPort/VCU_Geaeral_CAN1.VCU_Vehicle_status.raw,"{3, 4, 7}",2,2,"2.122, 2.722",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/power/OutPort/VCU_MC_TrqCtrl.VCU_MC_target_state,"{HV_OK, LV_will_Poweroff, Precharge, Standby}",3,3,"1.922, 2.122, 2.722",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusCurr,min=3.95003e-74; max=0.0131594; distinct=385,30,env_1_Design/power/OutPort/VCU_MC_TrqCtrl.VCU_MC_target_state.raw,"{2, 3, 4, 7}",3,3,"1.922, 2.122, 2.722",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusVolt,min=397.816; max=397.816; distinct=76,3,env_1_Design/VCU/OutPort/GW_ABS_1.VehicleSpeedVSOSig,"{0, 0.25, 0.4375, 0.5625}",3,3,"1.875, 2.075, 2.275",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusVolt,min=397.816; max=397.816; distinct=76,3,env_1_Design/VCU/OutPort/GW_ABS_1.VehicleSpeedVSOSig.raw,"{0, 4, 7, 9}",3,3,"1.875, 2.075, 2.275",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusVolt,min=397.816; max=397.816; distinct=76,3,env_1_Design/VCU/OutPort/GW_ABS_G.VehicleSpeedVSOSig,"{0, 0.25, 0.4375, 0.5625}",3,3,"1.875, 2.075, 2.275",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusVolt,min=397.816; max=397.816; distinct=76,3,env_1_Design/VCU/OutPort/GW_ABS_G.VehicleSpeedVSOSig.raw,"{0, 4, 7, 9}",3,3,"1.875, 2.075, 2.275",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusVolt,min=397.816; max=397.816; distinct=76,3,env_1_Design/VCU/OutPort/GW_MCU_1.MCU_MotorSpeed,"{0, 3, 22, 43, 47, 48}",5,4,"1.937, 2.137, 2.337, 2.537",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusVolt,min=397.816; max=397.816; distinct=76,3,env_1_Design/VCU/OutPort/GW_MCU_1.MCU_SpeedVechile,"{0, 0.3, 0.6}",2,2,"2.137, 2.337",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusVolt,min=397.816; max=397.816; distinct=76,3,env_1_Design/VCU/OutPort/GW_MCU_1.MCU_MotorSpeed.raw,"{20000, 20003, 20022, 20043, 20047, 20048}",5,4,"1.937, 2.137, 2.337, 2.537",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusVolt,min=397.816; max=397.816; distinct=76,3,env_1_Design/VCU/OutPort/GW_MCU_1.MCU_SpeedVechile.raw,"{2000, 2003, 2006}",2,2,"2.137, 2.337",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusVolt,min=397.816; max=397.816; distinct=76,3,env_1_Design/VCU/OutPort/GW_VCU_1.VCU_bBrakeSt,"{Braking, Not braking}",2,1,1.937,仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusVolt,min=397.816; max=397.816; distinct=76,3,env_1_Design/VCU/OutPort/GW_VCU_1.VCU_VehicleSpeedVSOSig,"{0, 0.0625, 0.3125, 0.5625}",3,3,"2.137, 2.337, 2.537",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusVolt,min=397.816; max=397.816; distinct=76,3,env_1_Design/VCU/OutPort/GW_VCU_1.VCU_bBrakeSt.raw,"{0, 1}",2,1,1.937,仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusVolt,min=397.816; max=397.816; distinct=76,3,env_1_Design/VCU/OutPort/GW_VCU_1.VCU_VehicleSpeedVSOSig.raw,"{0, 1, 5, 9}",3,3,"2.137, 2.337, 2.537",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusVolt,min=397.816; max=397.816; distinct=76,3,env_1_Design/power/OutPort/VCU_BMS_Ctrl.VCU_BMS_target_state,"{HV_OK, LV_will_Poweroff, Precharge, Standby}",3,2,"1.922, 2.122",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusVolt,min=397.816; max=397.816; distinct=76,3,env_1_Design/power/OutPort/VCU_BMS_Ctrl.VCU_charge_relay_control,"{All_Open, Inactive}",1,1,2.122,仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusVolt,min=397.816; max=397.816; distinct=76,3,env_1_Design/power/OutPort/VCU_BMS_Ctrl.VCU_Discharge_relay_control,"{All_Open, Main_Negtive_Relay_Close, Main_Negtive_Relay_Close_Precha, Main_Negtive_Relay_Close__Prech, _Main_Negtive_Relay_Close_Main_}",4,3,"2.122, 2.322, 2.522",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusVolt,min=397.816; max=397.816; distinct=76,3,env_1_Design/power/OutPort/VCU_BMS_Ctrl.VCU_BMS_target_state.raw,"{2, 3, 4, 7}",3,2,"1.922, 2.122",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusVolt,min=397.816; max=397.816; distinct=76,3,env_1_Design/power/OutPort/VCU_BMS_Ctrl.VCU_charge_relay_control.raw,"{0, 7}",1,1,2.122,仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusVolt,min=397.816; max=397.816; distinct=76,3,env_1_Design/power/OutPort/VCU_BMS_Ctrl.VCU_Discharge_relay_control.raw,"{0, 1, 2, 3, 4}",4,3,"2.122, 2.322, 2.522",仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusVolt,min=397.816; max=397.816; distinct=76,3,env_1_Design/power/OutPort/VCU_Geaeral_CAN1.VCU_BMSVCC_state,"{relay_closed, relay_open}",1,1,2.122,仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusVolt,min=397.816; max=397.816; distinct=76,3,env_1_Design/power/OutPort/VCU_Geaeral_CAN1.VCU_BrakePedal_position,"{0, 100}",2,1,1.922,仅时间相邻；需重复工况验证因果
net,others,env_1_Design/power/InPort/BMS_HVBusVolt_Curr.BMS_HVBusVolt,min=397.816; max=397.816; distinct=76,3,env_1_Design/power/OutPort/VCU_Geaeral_CAN1.VCU_Key_Position,"{OFF, ON}",1,1,1.922,仅时间相邻；需重复工况验证因果
