"OutputName","OutputDataType","OutputGroup","OutputRefBlock","OutputInternalSymbol","InputName","InputDataType","InputGroup","InputRefBlock","InputInternalSymbol","DependencyKind","DependencyConfidence","Explanation","FaultInjectionHint","Evidence"
"Veh_1.ToVCU.HW.Digital Output.Digital Output1.U_DO_Ch1_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output1/U_DO_Ch1_Enable_Out","Veh_1_B.VCar_Outport_c","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.Off_Value; Veh_1_P.U_Ch1_Voltage_Out_Enable_Value. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_c"
"Veh_1.ToVCU.HW.Digital Output.Digital Output10.U_DO_Ch10_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output10/U_DO_Ch10_Enable_Out","Veh_1_B.VCar_Outport_m","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.Off_Value_p; Veh_1_P.U_Ch1_Voltage_Out_Enable_Valu_i. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_m"
"Veh_1.ToVCU.HW.Digital Output.Digital Output10.U_DO_Ch10_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output10/U_DO_Ch10_OutCmd_Out","Veh_1_B.VCar_Outport_e","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.OvrdVal_Value_g; Veh_1_P.U_DO_Ch10_OutCmd_Value. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_e"
"Veh_1.ToVCU.HW.Digital Output.Digital Output11.U_DO_Ch11_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output11/U_DO_Ch11_Enable_Out","Veh_1_B.VCar_Outport_a","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.Off_Value_h; Veh_1_P.U_Ch1_Voltage_Out_Enable_Valu_g. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_a"
"Veh_1.ToVCU.HW.Digital Output.Digital Output11.U_DO_Ch11_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output11/U_DO_Ch11_OutCmd_Out","Veh_1_B.VCar_Outport_k","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.OvrdVal_Value_m; Veh_1_P.U_DO_Ch11_OutCmd_Value. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_k"
"Veh_1.ToVCU.HW.Digital Output.Digital Output12.U_DO_Ch12_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output12/U_DO_Ch12_Enable_Out","Veh_1_B.VCar_Outport_h","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.Off_Value_c; Veh_1_P.U_Ch1_Voltage_Out_Enable_Valu_n. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_h"
"Veh_1.ToVCU.HW.Digital Output.Digital Output12.U_DO_Ch12_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output12/U_DO_Ch12_OutCmd_Out","Veh_1_B.VCar_Outport_ki","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.OvrdVal_Value_i; Veh_1_P.U_DO_Ch12_OutCmd_Value. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_ki"
"Veh_1.ToVCU.HW.Digital Output.Digital Output13.U_DO_Ch13_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output13/U_DO_Ch13_Enable_Out","Veh_1_B.VCar_Outport_p","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.Off_Value_n; Veh_1_P.U_Ch1_Voltage_Out_Enable_Valu_k. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_p"
"Veh_1.ToVCU.HW.Digital Output.Digital Output13.U_DO_Ch13_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output13/U_DO_Ch13_OutCmd_Out","Veh_1_B.VCar_Outport_o","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.OvrdVal_Value_j; Veh_1_P.U_DO_Ch13_OutCmd_Value. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_o"
"Veh_1.ToVCU.HW.Digital Output.Digital Output14.U_DO_Ch14_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output14/U_DO_Ch14_Enable_Out","Veh_1_B.VCar_Outport_at","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.Off_Value_pl; Veh_1_P.U_Ch1_Voltage_Out_Enable_Valu_p. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_at"
"Veh_1.ToVCU.HW.Digital Output.Digital Output14.U_DO_Ch14_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output14/U_DO_Ch14_OutCmd_Out","Veh_1_B.VCar_Outport_m3","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.OvrdVal_Value_a; Veh_1_P.U_DO_Ch14_OutCmd_Value. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_m3"
"Veh_1.ToVCU.HW.Digital Output.Digital Output15.U_DO_Ch15_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output15/U_DO_Ch15_Enable_Out","Veh_1_B.VCar_Outport_pg","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.Off_Value_e; Veh_1_P.U_Ch1_Voltage_Out_Enable_Valu_o. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_pg"
"Veh_1.ToVCU.HW.Digital Output.Digital Output15.U_DO_Ch15_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output15/U_DO_Ch15_OutCmd_Out","Veh_1_B.VCar_Outport_b","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.OvrdVal_Value_ak; Veh_1_P.U_DO_Ch15_OutCmd_Value. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_b"
"Veh_1.ToVCU.HW.Digital Output.Digital Output16.U_DO_Ch16_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output16/U_DO_Ch16_Enable_Out","Veh_1_B.VCar_Outport_hl","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.Off_Value_p1; Veh_1_P.U_Ch1_Voltage_Out_Enable_Val_iv. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_hl"
"Veh_1.ToVCU.HW.Digital Output.Digital Output16.U_DO_Ch16_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output16/U_DO_Ch16_OutCmd_Out","Veh_1_B.VCar_Outport_af","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.OvrdVal_Value_f; Veh_1_P.U_DO_Ch16_OutCmd_Value. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_af"
"Veh_1.ToVCU.HW.Digital Output.Digital Output17.U_DO_Ch17_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output17/U_DO_Ch17_Enable_Out","Veh_1_B.VCar_Outport_ko","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.Off_Value_b; Veh_1_P.U_Ch1_Voltage_Out_Enable_Valu_a. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_ko"
"Veh_1.ToVCU.HW.Digital Output.Digital Output17.U_DO_Ch17_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output17/U_DO_Ch17_OutCmd_Out","Veh_1_B.VCar_Outport_ow","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.OvrdVal_Value_c; Veh_1_P.U_DO_Ch17_OutCmd_Value. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_ow"
"Veh_1.ToVCU.HW.Digital Output.Digital Output18.U_DO_Ch18_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output18/U_DO_Ch18_Enable_Out","Veh_1_B.VCar_Outport_l","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.Off_Value_hz; Veh_1_P.U_Ch1_Voltage_Out_Enable_Valu_e. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_l"
"Veh_1.ToVCU.HW.Digital Output.Digital Output18.U_DO_Ch18_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output18/U_DO_Ch18_OutCmd_Out","Veh_1_B.VCar_Outport_mp","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.OvrdVal_Value_d; Veh_1_P.U_DO_Ch18_OutCmd_Value. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_mp"
"Veh_1.ToVCU.HW.Digital Output.Digital Output19.U_DO_Ch19_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output19/U_DO_Ch19_Enable_Out","Veh_1_B.VCar_Outport_cv","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.Off_Value_a; Veh_1_P.U_Ch1_Voltage_Out_Enable_Valu_j. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_cv"
"Veh_1.ToVCU.HW.Digital Output.Digital Output19.U_DO_Ch19_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output19/U_DO_Ch19_OutCmd_Out","Veh_1_B.VCar_Outport_d","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.OvrdVal_Value_gc; Veh_1_P.U_DO_Ch19_OutCmd_Value. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_d"
"Veh_1.ToVCU.HW.Digital Output.Digital Output2.BRKStr","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output2/BRKStr","Veh_1_B.VCar_Outport_ke","<none>","","","","","Unresolved static path","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.OvrdVal_Value_mb. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_ke"
"Veh_1.ToVCU.HW.Digital Output.Digital Output2.U_DO_Ch2_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output2/U_DO_Ch2_Enable_Out","Veh_1_B.VCar_Outport_k4","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.Off_Value_bj; Veh_1_P.U_Ch1_Voltage_Out_Enable_Valu_d. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_k4"
"Veh_1.ToVCU.HW.Digital Output.Digital Output20.U_DO_Ch20_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output20/U_DO_Ch20_Enable_Out","Veh_1_B.VCar_Outport_az","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.Off_Value_g; Veh_1_P.U_Ch1_Voltage_Out_Enable_Valu_h. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_az"
"Veh_1.ToVCU.HW.Digital Output.Digital Output20.U_DO_Ch20_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output20/U_DO_Ch20_OutCmd_Out","Veh_1_B.VCar_Outport_n","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.OvrdVal_Value_cg; Veh_1_P.U_DO_Ch20_OutCmd_Value. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_n"
"Veh_1.ToVCU.HW.Digital Output.Digital Output21.U_DO_Ch21_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output21/U_DO_Ch21_Enable_Out","Veh_1_B.VCar_Outport_i","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.Off_Value_m; Veh_1_P.U_Ch1_Voltage_Out_Enable_Val_n5. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_i"
"Veh_1.ToVCU.HW.Digital Output.Digital Output21.U_DO_Ch21_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output21/U_DO_Ch21_OutCmd_Out","Veh_1_B.VCar_Outport_nr","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.OvrdVal_Value_fv; Veh_1_P.U_DO_Ch21_OutCmd_Value. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_nr"
"Veh_1.ToVCU.HW.Digital Output.Digital Output22.U_DO_Ch22_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output22/U_DO_Ch22_Enable_Out","Veh_1_B.VCar_Outport_en","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.Off_Value_hg; Veh_1_P.U_Ch1_Voltage_Out_Enable_Val_nr. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_en"
"Veh_1.ToVCU.HW.Digital Output.Digital Output22.U_DO_Ch22_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output22/U_DO_Ch22_OutCmd_Out","Veh_1_B.VCar_Outport_ii","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.OvrdVal_Value_n; Veh_1_P.U_DO_Ch22_OutCmd_Value. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_ii"
"Veh_1.ToVCU.HW.Digital Output.Digital Output23.U_DO_Ch23_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output23/U_DO_Ch23_Enable_Out","Veh_1_B.VCar_Outport_f","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.Off_Value_br; Veh_1_P.U_Ch1_Voltage_Out_Enable_Valu_c. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_f"
"Veh_1.ToVCU.HW.Digital Output.Digital Output23.U_DO_Ch23_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output23/U_DO_Ch23_OutCmd_Out","Veh_1_B.VCar_Outport_em","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.OvrdVal_Value_k; Veh_1_P.U_DO_Ch23_OutCmd_Value. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_em"
"Veh_1.ToVCU.HW.Digital Output.Digital Output24.U_DO_Ch24_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output24/U_DO_Ch24_Enable_Out","Veh_1_B.VCar_Outport_b0","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.Off_Value_l; Veh_1_P.U_Ch1_Voltage_Out_Enable_Val_oy. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_b0"
"Veh_1.ToVCU.HW.Digital Output.Digital Output24.U_DO_Ch24_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output24/U_DO_Ch24_OutCmd_Out","Veh_1_B.VCar_Outport_g","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.OvrdVal_Value_e; Veh_1_P.U_DO_Ch24_OutCmd_Value. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_g"
"Veh_1.ToVCU.HW.Digital Output.Digital Output25.U_DO_Ch25_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output25/U_DO_Ch25_Enable_Out","Veh_1_B.VCar_Outport_hg","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.Off_Value_ei; Veh_1_P.U_Ch1_Voltage_Out_Enable_Val_d4. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_hg"
"Veh_1.ToVCU.HW.Digital Output.Digital Output25.U_DO_Ch25_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output25/U_DO_Ch25_OutCmd_Out","Veh_1_B.VCar_Outport_a3","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.OvrdVal_Value_fn; Veh_1_P.U_DO_Ch25_OutCmd_Value. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_a3"
"Veh_1.ToVCU.HW.Digital Output.Digital Output26.U_DO_Ch26_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output26/U_DO_Ch26_Enable_Out","Veh_1_B.VCar_Outport_j","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.Off_Value_i; Veh_1_P.U_Ch1_Voltage_Out_Enable_Val_kn. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_j"
"Veh_1.ToVCU.HW.Digital Output.Digital Output26.U_DO_Ch26_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output26/U_DO_Ch26_OutCmd_Out","Veh_1_B.VCar_Outport_ad","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.OvrdVal_Value_l; Veh_1_P.U_DO_Ch26_OutCmd_Value. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_ad"
"Veh_1.ToVCU.HW.Digital Output.Digital Output27.U_DO_Ch27_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output27/U_DO_Ch27_Enable_Out","Veh_1_B.VCar_Outport_kib","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.Off_Value_ix; Veh_1_P.U_Ch1_Voltage_Out_Enable_Val_kv. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_kib"
"Veh_1.ToVCU.HW.Digital Output.Digital Output27.U_DO_Ch27_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output27/U_DO_Ch27_OutCmd_Out","Veh_1_B.VCar_Outport_bc","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.OvrdVal_Value_of; Veh_1_P.U_DO_Ch27_OutCmd_Value. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_bc"
"Veh_1.ToVCU.HW.Digital Output.Digital Output28.U_DO_Ch28_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output28/U_DO_Ch28_Enable_Out","Veh_1_B.VCar_Outport_a5","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.Off_Value_no; Veh_1_P.U_Ch1_Voltage_Out_Enable_Val_jk. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_a5"
"Veh_1.ToVCU.HW.Digital Output.Digital Output28.U_DO_Ch28_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output28/U_DO_Ch28_OutCmd_Out","Veh_1_B.VCar_Outport_h2","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.OvrdVal_Value_h; Veh_1_P.U_DO_Ch28_OutCmd_Value. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_h2"
"Veh_1.ToVCU.HW.Digital Output.Digital Output29.U_DO_Ch29_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output29/U_DO_Ch29_Enable_Out","Veh_1_B.VCar_Outport_mc","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.Off_Value_gs; Veh_1_P.U_Ch1_Voltage_Out_Enable_Valu_f. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_mc"
"Veh_1.ToVCU.HW.Digital Output.Digital Output29.U_DO_Ch29_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output29/U_DO_Ch29_OutCmd_Out","Veh_1_B.VCar_Outport_n0","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.OvrdVal_Value_lk; Veh_1_P.U_DO_Ch29_OutCmd_Value. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_n0"
"Veh_1.ToVCU.HW.Digital Output.Digital Output3.U_DO_Ch3_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output3/U_DO_Ch3_Enable_Out","Veh_1_B.VCar_Outport_js","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.Off_Value_ht; Veh_1_P.U_Ch1_Voltage_Out_Enable_Val_au. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_js"
