"OutputName","OutputDataType","OutputGroup","OutputRefBlock","OutputInternalSymbol","InputName","InputDataType","InputGroup","InputRefBlock","InputInternalSymbol","DependencyKind","DependencyConfidence","Explanation","FaultInjectionHint","Evidence"
"Veh_1.ToVCU.HW.Voltage Output.Voltage Output5.BRK_Auxi_Out","Double","Voltage output","Veh_1/ToVCU/HW/Voltage Output/Voltage Output5/BRK_Auxi_Out","Veh_1_B.VCar_Outport_hqw","Veh_1.Driver.BrakePedal_perc","Double","Driver input","Veh_1/Driver/BrakePedal_perc","Veh_1_B.VCar_Inport_n","Indirect input dependency","Static generated-C data flow","Voltage output output has a generated-code data path from the Driver input input. A path does not guarantee a change in every runtime condition; state, parameters, and guards may suppress it.","After modifying this input, monitor Veh_1.ToVCU.HW.Voltage Output.Voltage Output5.BRK_Auxi_Out; record baseline, injected value, recovery value, and duration.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_hqw <- Veh_1_B.VCar_Inport_n"
"Veh_1.ToVCU.HW.Voltage Output.Voltage Output7.ACC_Main_Enable_Out","Double","Voltage output","Veh_1/ToVCU/HW/Voltage Output/Voltage Output7/ACC_Main_Enable_Out","Veh_1_B.VCar_Outport_mf","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.Off_Value_h3; Veh_1_P.U_Ch1_Voltage_Out_Enable_Va_bg3. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_mf"
"Veh_1.ToVCU.HW.Voltage Output.Voltage Output7.ACC_Main_Out_Out","Double","Voltage output","Veh_1/ToVCU/HW/Voltage Output/Voltage Output7/ACC_Main_Out_Out","Veh_1_B.VCar_Outport_iq","Veh_1.Driver.AccPedal_perc","Double","Driver input","Veh_1/Driver/AccPedal_perc","Veh_1_B.VCar_Inport_k","Indirect input dependency","Static generated-C data flow","Voltage output output has a generated-code data path from the Driver input input. A path does not guarantee a change in every runtime condition; state, parameters, and guards may suppress it.","After modifying this input, monitor Veh_1.ToVCU.HW.Voltage Output.Voltage Output7.ACC_Main_Out_Out; record baseline, injected value, recovery value, and duration.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_iq <- Veh_1_B.VCar_Inport_k"
"Veh_1.ToVCU.HW.Voltage Output.Voltage Output8.ACC_Auxi_Enable_Out","Double","Voltage output","Veh_1/ToVCU/HW/Voltage Output/Voltage Output8/ACC_Auxi_Enable_Out","Veh_1_B.VCar_Outport_mi","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.Off_Value_j2; Veh_1_P.U_Ch1_Voltage_Out_Enable_Val_bo. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_mi"
"Veh_1.ToVCU.HW.Voltage Output.Voltage Output8.ACC_Auxi_Out_Out","Double","Voltage output","Veh_1/ToVCU/HW/Voltage Output/Voltage Output8/ACC_Auxi_Out_Out","Veh_1_B.VCar_Outport_al","Veh_1.Driver.AccPedal_perc","Double","Driver input","Veh_1/Driver/AccPedal_perc","Veh_1_B.VCar_Inport_k","Indirect input dependency","Static generated-C data flow","Voltage output output has a generated-code data path from the Driver input input. A path does not guarantee a change in every runtime condition; state, parameters, and guards may suppress it.","After modifying this input, monitor Veh_1.ToVCU.HW.Voltage Output.Voltage Output8.ACC_Auxi_Out_Out; record baseline, injected value, recovery value, and duration.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_al <- Veh_1_B.VCar_Inport_k"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_battery_system_code_1.BMS_battery_type_code_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_battery_system_code_1/BMS_battery_type_code_ToBus","Veh_1_B.VCar_Outport_hm","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.BMS_battery_type_code_Value; Veh_1_P.OvrdVal_Value_pe. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_hm"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_battery_system_code_1.BMS_rated_energy_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_battery_system_code_1/BMS_rated_energy_ToBus","Veh_1_B.VCar_Outport_c55","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.BMS_rated_energy_Value; Veh_1_P.OvrdVal_Value_ox. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_c55"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_battery_system_code_1.BMS_supplier_code_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_battery_system_code_1/BMS_supplier_code_ToBus","Veh_1_B.VCar_Outport_a5s","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.BMS_supplier_code_Value; Veh_1_P.OvrdVal_Value_mn. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_a5s"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_battery_system_code_1_MsgEnable.BMS_battery_system_code_1_MsgDisable","Bool","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_battery_system_code_1_MsgEnable/BMS_battery_system_code_1_MsgDisable","Veh_1_B.VCar_Outport_ave","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.BMS_battery_system_code_1Enable; Veh_1_P.BMS_MsgEnable_Value; Veh_1_P.MsgEnable_Value; Veh_1_P.OvrdVal_Value_d3; Veh_1_P.OvrdVal_Value_fwm. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_ave"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_battery_system_code_2.BMS_battery_code_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_battery_system_code_2/BMS_battery_code_ToBus","Veh_1_B.VCar_Outport_ix","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.BMS_battery_code_Value; Veh_1_P.OvrdVal_Value_o0o. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_ix"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_battery_system_code_2.BMS_battery_system_code_length_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_battery_system_code_2/BMS_battery_system_code_length_ToBus","Veh_1_B.VCar_Outport_jf","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.BMS_battery_system_code_length_; Veh_1_P.OvrdVal_Value_oj5. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_jf"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_battery_system_code_2.BMS_production_day_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_battery_system_code_2/BMS_production_day_ToBus","Veh_1_B.VCar_Outport_lc","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.BMS_production_day_Value; Veh_1_P.OvrdVal_Value_gbp. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_lc"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_battery_system_code_2.BMS_production_month_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_battery_system_code_2/BMS_production_month_ToBus","Veh_1_B.VCar_Outport_k5","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.BMS_production_month_Value; Veh_1_P.OvrdVal_Value_phc. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_k5"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_battery_system_code_2.BMS_production_year_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_battery_system_code_2/BMS_production_year_ToBus","Veh_1_B.VCar_Outport_jow","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.BMS_production_year_Value; Veh_1_P.OvrdVal_Value_bio. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_jow"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_battery_system_code_2.BMS_rated_voltage_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_battery_system_code_2/BMS_rated_voltage_ToBus","Veh_1_B.VCar_Outport_mm","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.BMS_rated_voltage_Value; Veh_1_P.OvrdVal_Value_b1v. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_mm"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_battery_system_code_2_MsgEnable.BMS_battery_system_code_2_MsgDisable","Bool","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_battery_system_code_2_MsgEnable/BMS_battery_system_code_2_MsgDisable","Veh_1_B.VCar_Outport_dgg","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.BMS_battery_system_code_2Enable; Veh_1_P.BMS_MsgEnable_Value; Veh_1_P.MsgEnable_Value; Veh_1_P.OvrdVal_Value_d3; Veh_1_P.OvrdVal_Value_fwm. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_dgg"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_Capability.BMS_Capability_Counter_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_Capability/BMS_Capability_Counter_ToBus","Veh_1_B.VCar_Outport_fpn","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.BMS_Capability_Counter_Value; Veh_1_P.OvrdVal_Value_ef. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_fpn"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_Capability.BMS_max_charge_current_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_Capability/BMS_max_charge_current_ToBus","Veh_1_B.VCar_Outport_nx5","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_DW.DiscreteTimeIntegrator_DSTATE; Veh_1_DW.DiscreteTimeIntegrator2_DSTATE; Veh_1_DW.Memory1_PreviousInput; Veh_1_P.BattChargeCurrent_maxIndex; Veh_1_P.BattPeakChargeCurrent_maxIndex; Veh_1_P.Constant4_Value; Veh_1_P.Gain_Gain; Veh_1_P.Gain1_Gain_e; Veh_1_P.Gain3_Gain; Veh_1_P.K2C_Value; Veh_1_P.OvrdVal_Value_kpm; Veh_1_P.P_BattAmbientTemp_K; Veh_1_P.P_BattChargeCurrent_Data; Veh_1_P.P_BattChargeCurrent_X; Veh_1_P.P_BattChargeCurrent_Y; Veh_1_P.P_BattCharResistance_Data; Veh_1_P.P_BattCharResistance_X; Veh_1_P.P_BattDischResistance_Data; Veh_1_P.P_BattDischResistance_X; Veh_1_P.P_BattMaxCapacity_Ah; Veh_1_P.P_BattPeakChargeCurrent_Data; Veh_1_P.P_BattPeakChargeCurrent_X; Veh_1_P.P_BattPeakChargeCurrent_Y; Veh_1_P.Saturation1_LowerSat; Veh_1_P.Saturation1_UpperSat. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_nx5"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_Capability.BMS_max_charge_voltage_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_Capability/BMS_max_charge_voltage_ToBus","Veh_1_B.VCar_Outport_lk3","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.BMS_max_charge_voltage_Value; Veh_1_P.OvrdVal_Value_jry. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_lk3"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_Capability.BMS_max_discharge_current_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_Capability/BMS_max_discharge_current_ToBus","Veh_1_B.VCar_Outport_lv","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_DW.DiscreteTimeIntegrator_DSTATE; Veh_1_DW.DiscreteTimeIntegrator2_DSTATE; Veh_1_DW.Memory1_PreviousInput; Veh_1_P.BattDischargeCurrent_maxIndex; Veh_1_P.BattPeakDischargeCurrent_maxInd; Veh_1_P.Constant4_Value; Veh_1_P.Gain_Gain; Veh_1_P.Gain1_Gain_c; Veh_1_P.Gain1_Gain_e; Veh_1_P.K2C_Value; Veh_1_P.OvrdVal_Value_id; Veh_1_P.P_BattAmbientTemp_K; Veh_1_P.P_BattCharResistance_Data; Veh_1_P.P_BattCharResistance_X; Veh_1_P.P_BattDischargeCurrent_Data; Veh_1_P.P_BattDischargeCurrent_X; Veh_1_P.P_BattDischargeCurrent_Y; Veh_1_P.P_BattDischResistance_Data; Veh_1_P.P_BattDischResistance_X; Veh_1_P.P_BattMaxCapacity_Ah; Veh_1_P.P_BattPeakDischargeCurrent_Data; Veh_1_P.P_BattPeakDischargeCurrent_X; Veh_1_P.P_BattPeakDischargeCurrent_Y; Veh_1_P.Saturation1_LowerSat; Veh_1_P.Saturation1_UpperSat. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_lv"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_Capability.BMS_max_discharge_voltage_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_Capability/BMS_max_discharge_voltage_ToBus","Veh_1_B.VCar_Outport_bnr","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.BMS_max_discharge_voltage_Value; Veh_1_P.OvrdVal_Value_iu. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_bnr"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_Capability_MsgEnable.BMS_Capability_MsgDisable","Bool","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_Capability_MsgEnable/BMS_Capability_MsgDisable","Veh_1_B.VCar_Outport_mda","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.BMS_CapabilityEnableOvrdVal_Val; Veh_1_P.BMS_MsgEnable_Value; Veh_1_P.MsgEnable_Value; Veh_1_P.OvrdVal_Value_d3; Veh_1_P.OvrdVal_Value_fwm. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_mda"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVolt.BMS_Cell_aveVolt_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVolt/BMS_Cell_aveVolt_ToBus","Veh_1_B.VCar_Outport_iz","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.BMS_Cell_aveVolt_Value; Veh_1_P.OvrdVal_Value_jt. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_iz"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVolt.BMS_CellVolt_Counter_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVolt/BMS_CellVolt_Counter_ToBus","Veh_1_B.VCar_Outport_a1x","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.BMS_CellVolt_Counter_Value; Veh_1_P.OvrdVal_Value_eg. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_a1x"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVolt.BMS_CellVoltMax_Num_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVolt/BMS_CellVoltMax_Num_ToBus","Veh_1_B.VCar_Outport_gb","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.BMS_CellVoltMax_Num_Value; Veh_1_P.OvrdVal_Value_or5. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_gb"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVolt.BMS_CellVoltMax_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVolt/BMS_CellVoltMax_ToBus","Veh_1_B.VCar_Outport_om","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.BattMaxCellVolt_V_Value; Veh_1_P.OvrdVal_Value_on. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_om"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVolt.BMS_CellVoltMin_Num_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVolt/BMS_CellVoltMin_Num_ToBus","Veh_1_B.VCar_Outport_fi","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.BMS_CellVoltMin_Num_Value; Veh_1_P.OvrdVal_Value_o2. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_fi"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVolt.BMS_CellVoltMin_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVolt/BMS_CellVoltMin_ToBus","Veh_1_B.VCar_Outport_fr","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.BattMinCellVolt_V_Value; Veh_1_P.OvrdVal_Value_c3. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_fr"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVolt_MsgEnable.BMS_CellVolt_MsgDisable","Bool","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVolt_MsgEnable/BMS_CellVolt_MsgDisable","Veh_1_B.VCar_Outport_pns","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.BMS_CellVoltEnableOvrdVal_Value; Veh_1_P.BMS_MsgEnable_Value; Veh_1_P.MsgEnable_Value; Veh_1_P.OvrdVal_Value_d3; Veh_1_P.OvrdVal_Value_fwm. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_pns"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg1.BMS_cell_Volt_1_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg1/BMS_cell_Volt_1_ToBus","Veh_1_B.VCar_Outport_eiq","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.BMS_cell_Volt_1_Value; Veh_1_P.OvrdVal_Value_lep. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_eiq"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg1.BMS_cell_Volt_2_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg1/BMS_cell_Volt_2_ToBus","Veh_1_B.VCar_Outport_lt","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.BMS_cell_Volt_2_Value; Veh_1_P.OvrdVal_Value_p4. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_lt"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg1.BMS_cell_Volt_3_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg1/BMS_cell_Volt_3_ToBus","Veh_1_B.VCar_Outport_ae","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.BMS_cell_Volt_3_Value; Veh_1_P.OvrdVal_Value_odi. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_ae"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg1.BMS_cell_Volt_4_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg1/BMS_cell_Volt_4_ToBus","Veh_1_B.VCar_Outport_dab","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.BMS_cell_Volt_4_Value; Veh_1_P.OvrdVal_Value_lz. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_dab"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg1.BMS_CellVoltMsg1_Counter_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg1/BMS_CellVoltMsg1_Counter_ToBus","Veh_1_B.VCar_Outport_fl","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.BMS_CellVoltMsg1_Counter_Value; Veh_1_P.OvrdVal_Value_ek. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_fl"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg1_MsgEnable.BMS_CellVoltMsg1_MsgDisable","Bool","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg1_MsgEnable/BMS_CellVoltMsg1_MsgDisable","Veh_1_B.VCar_Outport_kx","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.BMS_CellVoltMsg1EnableOvrdVal_V; Veh_1_P.BMS_MsgEnable_Value; Veh_1_P.MsgEnable_Value; Veh_1_P.OvrdVal_Value_d3; Veh_1_P.OvrdVal_Value_fwm. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_kx"
"Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg10.BMS_cell_Volt_37_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg10/BMS_cell_Volt_37_ToBus","Veh_1_B.VCar_Outport_kqk","<none>","","","","","Parameter/state only","Static generated-C data flow","No external model input was reached. Terminal/unresolved nodes: Veh_1_P.BMS_cell_Volt_37_Value; Veh_1_P.OvrdVal_Value_gk. Use runtime testing before treating this output as an injection observation.","Prefer outputs with a resolved external input in the same function chain for initial injection tests.","Veh_1_code_info_extio.xml + Veh_1.c: Veh_1_B.VCar_Outport_kqk"
