输出接口,最小值,最大值,总变化次数,注入后窗口内变化次数,窗口内变化时刻_s,取值摘要
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output5.U_Ch5_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output6.U_Ch6_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output6.U_Ch6_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output6.U_Ch6_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output6.U_Ch6_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output7.U_Ch7_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output7.U_Ch7_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output7.U_Ch7_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output7.U_Ch7_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output8.U_Ch8_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output8.U_Ch8_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output8.U_Ch8_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output8.U_Ch8_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output9.U_Ch9_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output9.U_Ch9_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output9.U_Ch9_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output9.U_Ch9_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output10.U_Ch10_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output10.U_Ch10_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output10.U_Ch10_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output10.U_Ch10_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output11.U_Ch11_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output11.U_Ch11_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output11.U_Ch11_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output11.U_Ch11_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output12.U_Ch12_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output12.U_Ch12_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output12.U_Ch12_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output12.U_Ch12_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output13.U_Ch13_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output13.U_Ch13_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output13.U_Ch13_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output13.U_Ch13_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output14.U_Ch14_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output14.U_Ch14_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output14.U_Ch14_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output14.U_Ch14_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output15.U_Ch15_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output15.U_Ch15_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output15.U_Ch15_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output15.U_Ch15_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output16.U_Ch16_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output16.U_Ch16_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output16.U_Ch16_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output16.U_Ch16_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output17.U_Ch17_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output17.U_Ch17_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output17.U_Ch17_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output17.U_Ch17_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output18.U_Ch18_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output18.U_Ch18_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output18.U_Ch18_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output18.U_Ch18_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output19.U_Ch19_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output19.U_Ch19_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output19.U_Ch19_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output19.U_Ch19_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output20.U_Ch20_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output20.U_Ch20_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output20.U_Ch20_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output20.U_Ch20_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output21.U_Ch21_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output21.U_Ch21_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output21.U_Ch21_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output21.U_Ch21_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output22.U_Ch22_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output22.U_Ch22_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output22.U_Ch22_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output22.U_Ch22_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output23.U_Ch23_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output23.U_Ch23_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output23.U_Ch23_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output23.U_Ch23_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output24.U_Ch24_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output24.U_Ch24_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output24.U_Ch24_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output24.U_Ch24_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output25.U_Ch25_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output25.U_Ch25_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output25.U_Ch25_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output25.U_Ch25_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output26.U_Ch26_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output26.U_Ch26_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output26.U_Ch26_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output26.U_Ch26_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output27.U_Ch27_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output27.U_Ch27_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output27.U_Ch27_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output27.U_Ch27_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output28.U_Ch28_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output28.U_Ch28_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output28.U_Ch28_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output28.U_Ch28_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output29.U_Ch29_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output29.U_Ch29_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output29.U_Ch29_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output29.U_Ch29_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output30.U_Ch30_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output30.U_Ch30_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output30.U_Ch30_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output30.U_Ch30_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output31.U_Ch31_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output31.U_Ch31_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output31.U_Ch31_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output31.U_Ch31_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output32.U_Ch32_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output32.U_Ch32_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output32.U_Ch32_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output32.U_Ch32_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output33.U_Ch33_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output33.U_Ch33_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output33.U_Ch33_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output33.U_Ch33_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output34.U_Ch34_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output34.U_Ch34_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output34.U_Ch34_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output34.U_Ch34_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output35.U_Ch35_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output35.U_Ch35_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output35.U_Ch35_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output35.U_Ch35_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output36.U_Ch36_PWM_Out_Amplitude_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output36.U_Ch36_PWM_Out_Duty_Ratio_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output36.U_Ch36_PWM_Out_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.PWM Output.PWM Output36.U_Ch36_PWM_Out_Frequency_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.Relay.Relay4.GearR_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.Relay.Relay5.GearN_Out,2,2,0,0,,{2}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.Relay.Relay6.GearD_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.Relay.Relay7.GearP_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.Relay.Relay8.DriveMode_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.Relay.Relay9.BrakeOpen1_Out,0,2,2,0,,"{0, 2}"
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.Relay.Relay10.BrakeClose1_Out,0,2,2,0,,"{0, 2}"
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.Relay.Relay11.BrakeClose2_Out,0,2,2,0,,"{0, 2}"
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.Relay.Relay12.BrakeOpen2_Out,0,2,2,0,,"{0, 2}"
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.Relay.Relay25.Model_Disabled_Out,1,2,1,0,,"{1, 2}"
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.Voltage Output.Voltage Output1.BRK_Main_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.Voltage Output.Voltage Output1.BRK_Main_Out,1,4,2,0,,"{1, 4}"
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.Voltage Output.Voltage Output1 .PUMP_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.Voltage Output.Voltage Output1 .PUMP_Out,0,0,0,0,,{0}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.Voltage Output.Voltage Output4.Btemp_Enable_Out,1,1,0,0,,{1}
env_1_Design/Veh_1/OutPort/Veh_1.ToVCU.HW.Voltage Output.Voltage Output4.Btemp_Out,0,0,0,0,,{0}
